Reward,GotFlag
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
252.0,0
